"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"3","b_Intercept",0.00839623789097497,0.95,-0.010358300708837,0.0253403122962586,0.817066666666667,0.95,-0.0945627708227107,0.0945627708227107,1,0.999807764134454,8580.43318710064,NA,NA
"1","b_efflev_c",-0.0114252220911551,0.95,-0.0270860387583245,0.00483410371859827,0.915866666666667,0.95,-0.0945627708227107,0.0945627708227107,1,0.99996218161291,8307.45558323324,500.665686986888,6.2159385869035
"4","b_rewlev_c",0.0053013705747242,0.95,-0.0298103897166691,0.0406270879133126,0.615866666666667,0.95,-0.0945627708227107,0.0945627708227107,1,0.999758322687335,9641.10392911123,533.31262719099,6.2791077947892
"2","b_efflev_c:rewlev_c",0.00972388968336331,0.95,-0.0204609282447649,0.0413570486045278,0.7332,0.95,-0.0945627708227107,0.0945627708227107,1,0.999754876722333,8671.0068324229,516.896636201075,6.24784292454119
