"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"3","b_Intercept",4.24664763236548,0.95,4.05361987614971,4.44149616455557,1,0.95,-0.248124622280864,0.248124622280864,0,0.999665710883651,9668.35683130095,NA,NA
"1","b_effort_c",1.05569440948364,0.95,0.880954663841835,1.22607731997635,1,0.95,-0.248124622280864,0.248124622280864,0,0.999843157224377,9865.98329365753,3.40343068181925e-15,-33.3139924479467
"4","b_reward_c",0.465153508274819,0.95,0.0694476158061116,0.856116162301574,0.986666666666667,0.95,-0.248124622280864,0.248124622280864,0.12278978388998,0.999941594889884,8956.51169114717,3.72852797338405,1.31601351055746
"2","b_effort_c:reward_c",0.196971706083387,0.95,-0.151347356668869,0.547670672248346,0.859333333333333,0.95,-0.248124622280864,0.248124622280864,0.615632893628964,0.999710290996769,9721.89420141599,30.9180408724224,3.43133986053531
