"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"3","b_Intercept",-7.13142024631176e-05,0.95,-0.0189706923166089,0.018500435151847,0.502533333333333,0.95,-0.0997436527455532,0.0997436527455532,1,0.999862018191539,11478.942846811,NA,NA
"1","b_efflev_c",0.00107800393891613,0.95,-0.0165293811055003,0.0167978032649279,0.549866666666667,0.95,-0.0997436527455532,0.0997436527455532,1,0.999715765362699,12377.7520348856,1154.82350625359,7.05170280284104
"4","b_rewlev_c",-0.0109681571766964,0.95,-0.0477834533632244,0.0269809399868096,0.724133333333333,0.95,-0.0997436527455532,0.0997436527455532,1,0.999892156364367,11939.4034704604,440.943336732484,6.08891637905658
"2","b_efflev_c:rewlev_c",0.0223587880581307,0.95,-0.0101544693730598,0.0555873812959279,0.910266666666667,0.95,-0.0997436527455532,0.0997436527455532,1,0.999891163725237,12314.0219469649,242.095128074924,5.48933074013527
