"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"2","b_Intercept",0.00700096671446414,0.95,-0.016779452959066,0.0311596260648497,0.715333333333333,0.95,-0.0953990478918118,0.0953990478918118,1,1.00015928910158,8467.4693045994,NA,NA
"1","b_efflev_c",0.022104098764718,0.95,0.00184293000899769,0.0428500544724999,0.981733333333333,0.95,-0.0953990478918118,0.0953990478918118,1,0.999866436629367,8776.72459396416,110.518119541561,4.70517948526661
