"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"4","b_Intercept",-0.000117099334427734,0.95,-0.0257595776572863,0.0245758288095006,0.503733333333333,0.95,-0.0997449749931579,0.0997449749931579,1,0.99971199893221,9592.83984385472,NA,NA
"2","b_efflev_c",0.0388416638671126,0.95,0.0169357513988161,0.0604499806779255,0.9996,0.95,-0.0997449749931579,0.0997449749931579,1,0.999841460032302,8383.06250425521,2.90394555902875,1.0660703498959
"1","b_cued_c",-0.000528484696622816,0.95,-0.0487198714877271,0.0487619373178972,0.507866666666667,0.95,-0.0997449749931579,0.0997449749931579,1,0.999714071663177,9793.94829790434,382.923230645447,5.94783452691044
"3","b_efflev_c:cued_c",-0.00190859414943915,0.95,-0.0477591824128195,0.0403006493072427,0.528533333333333,0.95,-0.0997449749931579,0.0997449749931579,1,0.999971656206565,8395.33047682233,429.346555002013,6.06226441333415
