"","Parameter","Median","CI","CI_low","CI_high","pd","ROPE_CI","ROPE_low","ROPE_high","ROPE_Percentage","Rhat","ESS","bf","logbf"
"2","b_Intercept",3.14770855369096e-05,0.95,-0.0270024371534777,0.0243282474260208,0.501466666666667,0.95,-0.0996598905039672,0.0996598905039672,1,0.99983098906714,9329.58106427985,NA,NA
"1","b_efflev_c",0.0367036967631156,0.95,0.014600521008454,0.0584965306024309,0.999066666666667,0.95,-0.0996598905039672,0.0996598905039672,1,0.999805478399065,10190.0042396044,5.09785399915295,1.62881966669583
