,Unnamed: 0,id,age,sex,cued,block,condtrial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,cuescr,cuecor,cuezyg,cuetime,probscr,probcor,probzyg,probtime,fbscr,fbcor,fbzyg,fbtime,probtime_c,cuetime_c,fbtime_c
0,0,18,20,f,0,Practice,,0,1,0,4 + 1 + 9 + 1 + 1,16,15,16,14,325.97965230001137,,325.97965439991094,331.12041309988126,343.87179240002297,343.8717982999515,345.3891706999857,346.4123559000436,q,15.0,12.751379300141709,0,Incorrect,,,,,11.047392893863792,0.15928418643515485,-0.48153063076443026,72511.0,11.894672137167163,-1.795886733595358,4.475552659831243,91803.0,326.1060992674777,,345.39809926747773
1,1,18,20,f,0,Practice,,1,1,0,3 + 1 + 1 + 8 - 1,12,10,11,12,347.93001960008405,,347.93002259987406,352.951781099895,354.8156202998944,354.81562729994766,356.3320337999612,357.3514640000649,e,12.0,1.863839199999348,1,Correct,,,,,6.892333216029035,1.6935865619348949,-3.515107404805203,94343.0,29.905269452151995,-3.3527832465266254,4.999368499242067,102743.0,347.93809926747775,,356.33809926747773
2,2,18,20,f,0,Practice,,2,2,0,8 + 1 + 6 + 1 - 4,12,11,10,12,358.8692087000236,,358.8692149000708,363.8890805998817,373.45567769999616,373.4556847000495,374.9724719999358,375.9906246000901,w,10.0,9.56659710011445,0,Incorrect,,,,,-11.317060736946887,-0.5496091804481731,-1.4646098991692966,105280.0,44.66817158135229,-4.170100676923598,1.2431794107741023,121382.0,358.8750992674777,,374.97709926747774
3,3,18,20,f,0,Practice,,3,2,0,9 + 4 - 6 + 1 - 1,7,6,7,5,377.5077537999023,,377.5077569999266,382.52686990005895,391.4078106000088,391.407816400053,392.9246106999926,393.9426837998908,q,6.0,8.88094069994986,0,Incorrect,,,,,-14.697352890174551,1.1924383204739337,-2.1989802130223515,123918.0,-3.501403652476329,4.665066790703975,0.7935877270184326,139334.0,377.51309926747774,,392.92909926747774
4,4,18,20,f,0,Practice,,4,3,0,9 + 3 - 5 + 6 + 7,20,21,20,22,395.459699699888,,395.4597024999093,400.48032599990256,415.42383860005066,415.42384460009634,416.9406975999009,417.9585537998937,q,21.0,14.943512600148097,0,Incorrect,,,,,9.653615478570734,-3.382153100595481,3.7889654163464286,141871.0,11.78699603951727,-3.9789656661286497,-6.583205343056884,163349.0,395.4660992674777,,416.9440992674777
5,5,18,20,f,0,Practice,,5,3,0,2 + 1 + 9 - 7 + 6,11,9,10,11,419.475627399981,,419.4756306998897,424.4957413999364,447.2798599000089,447.2798659999389,448.7967977998778,449.8147644000128,e,11.0,22.78411850007251,1,Correct,,,,,1.7718370739677738,-1.1058351766696628,-0.2901755935599848,165887.0,19.651723507828372,2.027432745954785,-0.032510888718362274,195206.0,419.48209926747774,,448.80109926747775
6,6,18,20,f,0,Practice,,6,4,0,4 + 8 + 5 - 3 + 7,21,21,23,22,451.33171779988334,,451.3317207999062,456.352026199922,464.9759068998974,464.9759126999416,466.4926813000348,467.5108270999044,q,21.0,8.623880699975416,1,Correct,,,,,13.192322829711534,-3.0535775524609825,-0.542362894631784,197743.0,12.24865507327157,-1.7066045835118686,-1.1715281483579636,212901.0,451.33809926747773,,466.49609926747775
7,7,18,20,f,0,Practice,,7,4,0,5 + 8 - 4 + 6 + 9,24,23,22,24,469.02778810006566,,469.0277909999713,474.0474515000824,487.7516769999638,487.75168309989385,489.26851950003766,490.2866660999134,e,24.0,13.704225499881431,1,Correct,,,,,-19.700120549543122,-0.5366360238533208,1.7934707036008724,215438.0,44.13050544469044,-3.6065080138397967,0.12697247785872579,235677.0,469.0330992674777,,489.27209926747776
8,8,18,20,f,0,0,0.0,0,1,0,8 + 1 + 5 + 1 + 1,16,17,16,15,509.1331883999519,,509.1331927999854,514.1529272999614,515.6797322998755,515.679739400046,517.1956517000217,518.2133980998769,w,16.0,1.5268049999140203,1,Correct,,,,,3.624570549078725,-0.4182646877402938,-0.9584552572841067,255544.0,45.07834341910368,2.170922371600893,-0.38745991993995554,263603.0,509.1390992674777,,517.1980992674778
9,9,18,20,f,0,0,1.0,1,3,0,4 + 8 - 9 + 1 + 7,11,11,13,9,519.730184199987,,519.7301872000098,524.748568299925,529.7776502999477,529.7776540000923,531.2947464999743,532.3188595999964,,,,0,Too Slow!,,,,,-25.880072723914477,-0.5137716453588386,-0.07220282207777107,266139.0,20.78210099042461,-0.44437584140142405,0.042909036296403524,277709.0,519.7340992674777,,531.3040992674778
10,10,18,20,f,0,0,2.0,2,2,0,4 + 8 + 1 + 1 - 5,9,9,8,11,533.8356458998751,,533.8356488998979,538.8553500000853,540.415711699985,540.4157175999135,541.9324000999331,542.950363199925,e,11.0,1.5603616998996586,0,Incorrect,,,,,2.422395596556437,0.604514161137697,0.1275575683927439,280246.0,-20.271185823769258,2.9018882788477214,0.4653986538228727,288341.0,533.8410992674777,,541.9360992674777
11,11,18,20,f,0,0,3.0,3,2,0,6 + 1 + 1 + 7 - 9,6,4,8,6,544.4675711998716,,544.4675745000131,549.4880579998717,554.3357943999581,554.3358006998897,555.8523345000576,556.8702869999688,w,8.0,4.847736400086433,0,Incorrect,,,,,40.20911865324175,-5.719791728054242,-1.2870845435046152,290878.0,10.063351706859379,-2.437863045482363,0.027325472262612394,302261.0,544.4730992674777,,555.8560992674777
