,Unnamed: 0,id,age,sex,cued,block,condtrial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,cuescr,cuecor,cuezyg,cuetime,probscr,probcor,probzyg,probtime,fbscr,fbcor,fbzyg,fbtime,probtime_c,cuetime_c,fbtime_c
0,0,8,20,f,0,Practice,,0,1,0,4 + 1 + 9 + 1 + 1,16,16,14,15,60.69962059997488,,60.69962279999163,65.72794739995152,67.68794029997662,67.68794579990208,69.20578769990243,70.22859469999094,q,16.0,1.9599929000250995,1,Correct,,,,,15.015638434102751,0.006055995217668642,0.2518916911564961,60073.0,33.93538470059851,-0.21630828019027382,1.6092922633894142,68574.0,60.70870577244517,,69.20970577244516
1,1,8,20,f,0,Practice,,1,1,0,3 + 1 + 1 + 8 - 1,12,10,11,12,71.74572319991421,,71.74572629993781,76.76864699996077,78.91185999999288,78.9118658999214,80.42878769990057,81.44705229997635,e,12.0,2.1432130000321195,1,Correct,,,,,-11.94820540645524,-0.15415621755149278,-1.7311284349227316,71113.0,-18.789893342859926,-0.16889438571863558,1.410173797093372,79792.0,71.74870577244516,,80.42770577244517
2,2,8,20,f,0,Practice,,2,2,0,8 + 1 + 6 + 1 - 4,12,11,12,10,82.96573409996927,,82.96573999989778,87.98555669991765,90.09581969992723,90.09582589997444,91.61241869989315,92.62931229989044,w,12.0,2.110263000009581,1,Correct,,,,,16.935146794415488,0.02487999686635689,-1.4910442778485136,82331.0,4.310455088549712,0.18309262261082848,-0.019969871846392984,90975.0,82.96670577244517,,91.61070577244516
3,3,8,20,f,0,Practice,,3,2,0,9 + 4 - 6 + 1 - 1,7,6,7,5,94.14575849997344,,94.1457620000001,99.1647607999621,101.45562149991748,101.4556273999624,102.97202779992948,103.9909310999792,q,6.0,2.290860699955374,0,Incorrect,,,,,2.540284236421118,0.3332159479107686,-0.20109079272889208,93510.0,23.84036557186658,-0.03146483234486075,0.5525685578971853,102336.0,94.14570577244517,,102.97170577244516
4,4,8,20,f,0,Practice,,4,3,0,9 + 3 - 5 + 6 + 7,20,21,22,20,105.507685199962,,105.50768799998332,110.52663659991232,114.51190149993636,114.51190749998204,116.02868429990484,117.04581199993844,w,22.0,3.985264900024049,0,Incorrect,,,,,11.82812567845447,0.31384760522610033,-0.06017618770217403,104872.0,22.85076539370897,0.06317836945377708,0.18110832526799214,115392.0,105.50770577244516,,116.02770577244516
5,5,8,20,f,0,Practice,,5,3,0,2 + 1 + 9 - 7 + 6,11,10,11,9,118.562797499937,,118.56280039995907,123.5837475999724,132.23176219989546,132.23176839994267,133.7487370999297,134.7669496999588,w,11.0,8.648014599923044,1,Correct,,,,,6.408285810588804,0.9683667037952284,-0.29615900952680185,117928.0,3.7248662844967875,0.6500369527404537,0.686049730840967,133112.0,118.56370577244516,,133.74770577244516
6,6,8,20,f,0,Practice,,6,4,0,4 + 8 + 5 - 3 + 7,21,21,23,22,136.28426689992193,,136.284269799944,141.3050907999277,145.71188479999546,145.7118905999232,147.22928509989288,148.2477500999812,q,21.0,4.406794000067748,1,Correct,,,,,-13.142767394023668,0.8557265327440389,-2.113217080602168,135651.0,-9.055225424923663,-0.3911166682096212,0.21924584526879975,146593.0,136.28670577244517,,147.22870577244515
7,7,8,20,f,0,Practice,,7,4,0,5 + 8 - 4 + 6 + 9,24,23,24,22,149.76487379998434,,149.76487669989,154.7845789999701,159.19977079995442,159.19977749988902,160.71727099991404,161.73545149993151,w,24.0,4.4151917999843135,1,Correct,,,,,18.00031856945997,0.5778134574626153,0.1410711342331772,149130.0,10.744906446105288,-0.27160555622874405,0.05180585863520237,160081.0,149.76570577244516,,160.71670577244515
8,8,8,20,f,0,0,0.0,0,1,0,4 + 1 + 8 + 1 - 1,13,15,13,14,174.15004249999765,,174.15004539990332,179.16962289996445,180.24776619998732,180.2477722999174,181.76463719992896,182.78212489990983,w,13.0,1.07814330002293,1,Correct,,,,,22.935581382285132,-0.5807615642681787,-2.8664209935261384,173515.0,-27.03948729184333,0.14550263686481468,0.854218072406586,181127.0,174.15070577244515,,181.76270577244517
9,9,8,20,f,0,0,1.0,1,1,0,2 + 1 + 1 + 7 + 1,12,11,14,12,184.29923279990908,,184.29923579993192,189.31784929998685,190.19154419994447,190.19155019999016,191.7086257999763,192.72684429993387,e,12.0,0.8736948999576271,1,Correct,,,,,-17.413139902505126,-0.8718115320384134,-0.8555347127369428,183663.0,15.29018341941157,-0.19966925288795423,0.41249980734499925,191072.0,184.29870577244517,,191.70770577244517
10,10,8,20,f,0,0,2.0,2,3,0,2 - 4 + 9 + 7 + 1,15,16,15,13,194.2440590999322,,194.24406209995504,199.2643240999896,200.03976499999408,200.0397710999241,201.556438599946,202.5742573000025,w,15.0,0.7754409000044689,1,Correct,,,,,-4.458785933860846,0.1438633875699713,-0.825987185100022,193610.0,20.333028023961333,-0.37096142007091526,0.25897890430501924,200920.0,194.24570577244518,,201.55570577244515
11,11,8,20,f,0,0,3.0,3,2,0,4 + 9 - 7 + 1 - 1,6,6,5,8,204.0914752999088,,204.0914781999309,209.11172179994173,211.77561719994992,211.77562359999865,213.2923115999438,214.3106216999004,w,5.0,2.6638954000081867,0,Incorrect,,,,,7.845372877180432,-0.24565666008003095,-0.08024714413077927,203457.0,48.83747768647682,0.860776265842301,7.024345741517242,212656.0,204.09270577244516,,213.29170577244517
12,12,8,20,f,0,0,4.0,4,4,0,8 + 4 + 7 - 5 - 6,8,9,8,7,215.8279242999852,,215.82792749989312,220.84849119989667,223.93578169995453,223.93578759999943,225.4527492999332,226.47079839999788,e,7.0,3.087290500057861,0,Incorrect,,,,,15.471908286532472,-0.46425115436967257,-0.58708118375848,215194.0,-14.826897115864917,-0.10004599705611383,-0.6229736423421031,224816.0,215.82970577244515,,225.45170577244517
13,13,8,20,f,0,0,5.0,5,4,0,4 + 7 + 8 - 3 + 9,25,26,24,25,227.9879815999884,,227.98798459989484,233.0085462999996,238.040186499944,238.04019009997137,239.558079999988,240.5824314999627,,,,0,Too Slow!,,,,,-4.038612809156817,0.7266203466388799,0.02893404987130932,227354.0,-29.499791803158228,-0.1309154994411763,-2.50246373527762,238928.0,227.98970577244518,,239.56370577244516
