,Unnamed: 0,id,age,sex,cued,block,condtrial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,cuescr,cuecor,cuezyg,cuetime,probscr,probcor,probzyg,probtime,fbscr,fbcor,fbzyg,fbtime,probtime_c,cuetime_c,fbtime_c
0,0,23,20,f,0,Practice,,0,1,0,4 + 1 + 9 + 1 + 1,16,14,16,15,368.2083581999759,,368.2083603999927,373.323651099985,378.9969920000294,378.9969975000131,380.5142792999977,381.5383322000271,e,15,5.673340900044423,0,Incorrect,,,,,-17.855846396358277,2.1333448299894044,3.3767134506263297,353968.0,5.040134721940136,0.7720535437148381,1.2640577537131268,366183.0,368.30601981750186,,380.52101981750184
1,1,23,20,f,0,Practice,,1,1,0,3 + 1 + 1 + 8 - 1,12,12,10,11,383.05540589999873,,383.0554089000216,388.0776023999788,389.1568426000304,389.1568484000163,390.6742175000254,391.6939765000134,q,12,1.0792402000515722,1,Correct,,,,,-26.923099854333035,-0.13146980554197008,3.617466662649587,368722.0,-19.98958431257234,-0.872644513583019,1.4163605184208201,376339.0,383.0600198175018,,390.67701981750184
2,2,23,20,f,0,Practice,,2,2,0,8 + 1 + 6 + 1 - 4,12,10,11,12,393.2116939999978,,393.2116988999769,398.2317799999728,399.37286609999137,399.3728718999773,400.8897356999805,401.9065369999735,e,12,1.1410861000185832,1,Correct,,,,,-4.41132289962211,-0.39311691171712937,0.2303247960186745,378876.0,3.8940146617150475,0.7855442133259558,3.6366976821781165,386552.0,393.2140198175018,,400.89001981750187
3,3,23,20,f,0,Practice,,3,2,0,9 + 4 - 6 + 1 - 1,7,5,7,6,403.4237407000037,,403.4237436000258,408.4426648999797,409.9967544000247,409.9967607000144,411.51395819999743,412.5306151999976,w,7,1.5540895000449382,1,Correct,,,,,18.88144258972274,0.9944749864109177,3.5462041708867655,389088.0,-40.94401237132247,0.792457824687931,-10.739447770406704,397176.0,403.42601981750187,,411.51401981750183
4,4,23,20,f,0,Practice,,4,3,0,9 + 3 - 5 + 6 + 7,20,22,20,21,414.04744460002985,,414.04744739999296,419.0789967000019,421.4369240999804,421.4369298000238,422.9540331999888,423.971936899994,w,20,2.357927399978508,1,Correct,,,,,13.179657683784454,0.25491166222624173,3.750298884071702,399724.0,4.722225196802587,0.08390549426461824,-4.086883691643916,408617.0,414.06201981750183,,422.95501981750186
5,5,23,20,f,0,Practice,,5,3,0,2 + 1 + 9 - 7 + 6,11,9,10,11,425.4887127000256,,425.48871579999104,430.5097035000217,435.7087727999897,435.7087786999764,437.225606699998,438.243645599985,e,11,5.19906929996796,1,Correct,,,,,8.172100294378286,0.004861057227001808,3.453517543894483,411154.0,-16.760801928585323,-0.04461504347298906,4.395355346233737,422888.0,425.49201981750184,,437.2260198175018
6,6,23,20,f,0,Practice,,6,4,0,4 + 8 + 5 - 3 + 7,21,23,22,21,439.7612910000025,,439.7612939000246,444.7820894999895,447.4128882000223,447.41289420000976,448.9299207000295,449.94800099998247,e,21,2.630798700032756,1,Correct,,,,,-31.33823275499783,-0.9413255377302097,4.002171614344094,425427.0,2.4959135770123915,-1.995866867714108,-1.0832488880390247,434593.0,439.76501981750187,,448.93101981750186
7,7,23,20,f,0,Practice,,7,4,0,5 + 8 - 4 + 6 + 9,24,24,22,23,451.46508679998806,,451.4650898000109,456.4848130000173,457.1250474000117,457.12505289999535,458.6418202000205,459.6600288000191,q,24,0.6402343999943696,1,Correct,,,,,-26.891685603461465,-0.8340306470237699,1.27691529244637,437129.0,-37.382449607919334,-1.5053005888317461,-1.10092311038418,444305.0,451.46701981750186,,458.64301981750185
8,8,23,20,f,0,0,0.0,0,4,0,6 + 7 + 9 - 3 + 5,24,23,24,22,493.4635561999749,,493.4635608000099,498.4842504999833,501.2208548000199,501.2208609000081,502.7373136000242,503.7543858999852,w,24,2.7366043000365607,1,Correct,,,,,-12.158760837401681,-2.493185659391063,-21.808162956079634,479129.0,20.798232458515614,-1.7915893085643102,1.3443931520265995,488399.0,493.46701981750186,,502.73701981750185
9,9,23,20,f,0,0,1.0,1,2,0,8 + 1 + 4 - 7 + 1,7,6,5,7,505.2710354999872,,505.2710386000108,510.2898682000232,511.076675600023,511.0766810000059,512.593472699984,513.6116330000223,q,6,0.786807399999816,0,Incorrect,,,,,0.9147747730779532,0.032368326080215226,-2.8449631270505247,490934.0,3.727326226803495,-0.6426491571358373,0.7695414163538175,498256.0,505.27201981750187,,512.5940198175018
