,id,age,sex,cued,block,trial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,total_points,cuescr,cuecor,cuezyg,cuetime,probscr,probcor,probzyg,probtime,fbscr,fbcor,fbzyg,fbtime,probtime_c,cuetime_c,fbtime_c
0,33,26,M,0,Practice,,0,1,0,4 + 1 + 9 + 1 + 1,16,15,16,14,47.00988009991124,,47.009882299928,52.23986759991385,55.43011379998643,55.43011989991646,56.94742019998375,57.9688148999121,w,16.0,3.190246200072579,1,Correct,0,,,,,-12.159814742897778,-1.678152889417171,-0.06680390681483095,45801.0,-23.63999957340457,-1.788140393329087,-0.08949892704373208,55530.0,47.22776205645497,,56.95676205645497
1,33,26,M,0,Practice,,1,1,0,3 + 1 + 1 + 8 - 1,12,11,10,12,59.48571229993832,,59.48571539996192,64.50749230000656,67.65412809990812,67.65413449995685,69.17139759997372,70.18915949994698,e,12.0,3.14663579990156,1,Correct,0,,,,,3.8028321045963587,-1.1045847471750703,-2.214903207158971,58068.0,-60.501863191103716,0.7364432065168947,1.0563040546230402,67750.0,59.49476205645497,,69.17676205645498
2,33,26,M,0,Practice,,2,2,0,8 + 1 + 6 + 1 - 4,12,11,12,10,71.70678109989967,,71.70678639994003,76.72672239993699,77.59822799998801,77.59823399991728,79.11493419995531,80.13401929999236,w,12.0,0.8715056000510231,1,Correct,0,,,,,8.818679361478035,-1.5667840465372826,-0.5784534283531715,70287.0,3.606168207088291,0.5469285336569509,0.5731050006331004,77695.0,71.71376205645498,,79.12176205645497
3,33,26,M,0,Practice,,3,2,0,9 + 4 - 6 + 1 - 1,7,6,7,5,81.65087619994301,,81.65087919996586,86.66992709995247,88.6222142999759,88.62222029990517,90.13877109996974,91.15578369994182,w,7.0,1.95228720002342,1,Correct,0,,,,,-7.673759884458293,-2.310928328389865,-0.17500351231181188,80231.0,18.1498985162239,0.11769608582167601,0.17843901284032881,88717.0,81.65776205645497,,90.14376205645497
4,33,26,M,0,Practice,,4,3,0,9 + 3 - 5 + 6 + 7,20,22,20,21,92.6724374999758,,92.67244080000091,97.69179469998926,98.63815429992974,98.6381603999762,100.1552486999426,101.17250529990996,w,20.0,0.9463595999404788,1,Correct,0,,,,,-2.4189682720582404,0.03644686840314648,-0.18614694086915895,91252.0,0.650039402636807,-0.0724985014220958,0.20043706500148817,98733.0,92.67876205645497,,100.15976205645498
5,33,26,M,0,Practice,,5,3,0,2 + 1 + 9 - 7 + 6,11,10,11,9,102.68942919990512,,102.6894323999295,107.71002439991572,108.65465359995142,108.65465969999786,110.17174009990411,111.19051119999494,w,11.0,0.9446292000357062,1,Correct,0,,,,,10.169261718123293,0.6519625526210948,0.199350661053308,101271.0,18.056311990058347,-0.3694358142900893,0.06904416645949674,108751.0,102.69776205645498,,110.17776205645498
6,33,26,M,0,Practice,,6,4,0,4 + 8 + 5 - 3 + 7,21,22,21,23,112.707517099916,,112.70751999993809,117.7280824999325,118.60615419992246,118.60616069997197,120.1231196000008,121.14134510001168,w,21.0,0.8780716999899596,1,Correct,0,,,,,1.0044027029266633,0.877998710435806,2.606092051238664,111289.0,-4.048719527733905,-0.6404091701361274,-0.05876522431239328,118702.0,112.71576205645498,,120.12876205645497
7,33,26,M,0,Practice,,7,4,0,5 + 8 - 4 + 6 + 9,24,24,22,23,122.65845669992268,,122.65845979994629,127.67814759991596,128.59016749996226,128.5901736000087,130.106923299958,131.1251895999303,q,24.0,0.912019900046289,1,Correct,0,,,,,-23.615235050577613,0.19801076113838878,-0.0720737420311699,121239.0,-11.54506248131629,-0.24401140614843175,-0.06552428792426412,128686.0,122.66576205645498,,130.11276205645498
8,33,26,M,1,0,0.0,0,3,low,8 + 5 + 1 - 7 + 9,16,17,14,16,221.7318011999596,223.7642197000096,225.27964189997877,230.31113479996569,231.7237916999729,231.72379680001177,233.2402918000007,234.2571222999832,e,16.0,1.4126569000072775,1,+1,1,4.379574254998424,2.234024343812861,-0.4923962159317887,220324.0,-17.210124118322007,0.7833685153630934,-0.09332500066085325,223872.0,-30.16790684271227,0.12415262071547595,-0.12254631233098001,231817.0,225.298762056455,221.750762056455,233.24376205645498
9,33,26,M,1,0,1.0,1,3,low,2 + 9 + 1 - 5 + 7,14,12,15,14,235.77395999990404,237.79886159999296,239.31406919995788,244.3336702999659,245.3638954999624,245.3639009000035,246.88060149992816,247.89764300000388,e,14.0,1.0302251999964938,1,+1,2,18.2784222754472,1.0539393630855018,0.07327299086352745,234359.0,-28.070963886397944,0.16520939687879999,0.09512646070491981,237893.0,-47.181420238615644,0.5267116129819884,0.2353141776844463,245457.0,239.31976205645498,235.78576205645498,246.88376205645497
