id,age,sex,cued,block,trial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,total_points
debug,25,m,1,0,0,0,4,high,7 + 6 - 9 + 8 - 3,9,8,7,9,31.300967249902897,33.32166000001598,34.83658012491651,39.855043290997855,43.29279633297119,43.292804540949874,44.80995754094329,45.819219290977344,w,7,3.4377530419733375,0,+0,0
debug,25,m,1,0,1,1,4,low,7 + 6 - 9 + 8 - 3,9,8,7,9,47.33086099999491,49.34725037496537,50.85973033297341,55.8736921249656,56.511015707976185,56.51102179090958,58.02314420801122,59.030256500002,q,8,0.6373235830105841,0,+0,0
