id,age,sex,cued,block,trial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback,total_points
debug,25,m,1,0,0,0,1,low,7 + 1 + 4 + 1 - 1,12,13,14,12,42.86744112498127,44.88393529097084,46.397847415995784,51.414637582958676,52.07348620798439,52.073493207921274,53.584273082902655,54.59146570798475,e,12,0.658848625025712,1,+1,1
debug,25,m,1,0,1,1,2,high,7 + 5 + 1 + 9 + 1,23,23,21,22,56.10342433291953,58.119622832979076,59.63164724991657,64.645953582949,66.72242541599553,66.72243108297698,68.23645258299075,69.2453810829902,e,22,2.0764718330465257,0,+0,1
